Date;Image set;Number of pieces;Moves played;Left clicks total;Left good clicks;Left wrong clicks;Right clicks total;Right good clicks;Right wrong clicks;Time passed total [s];Average left find time [s];Average right find time [s];Average find time total [s]
12.09.2014;Universe;20;50;30;30;0;20;20;0;0;1.07883333333333;1.2019;1.12806;
